accession_record_id	experiment_id	sample_timepoint_id	namespace	entity_type	accession	project_accession	study_accession	sample_accession	experiment_accession	run_accession	official_page_url	download_url	file_format	file_size_bytes	md5	format_validation_status	online_verification_status	verification_date	evidence_ids	notes	condition_id	replicate_id	batch_id	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	public_status	query_id	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	origin_evidence_ids
AC-P0008-1171	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939457	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939457	https://www.ebi.ac.uk/ena/browser/view/SRR5939457	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939457/SRR5939457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939457/SRR5939457_2.fastq.gz	FASTQ	184828894;178134919	29ba3ed2e0cdd53b3b0f50694b6b4219;39fbece82a9812276899bd8bd1d50e7b	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1172	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939458	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939458	https://www.ebi.ac.uk/ena/browser/view/SRR5939458	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939458/SRR5939458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939458/SRR5939458_2.fastq.gz	FASTQ	184745351;177861761	8d84e1dc3ea8c4e21ecd3266af0dbff4;58c6835d94888c3aa8139d0eb51f12e5	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1173	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939459	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939459	https://www.ebi.ac.uk/ena/browser/view/SRR5939459	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939459/SRR5939459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939459/SRR5939459_2.fastq.gz	FASTQ	187594672;180709938	c377bfb853993dc2915fda15ac62b393;ed49dc4ed1dae0d7eb2b6951409b11bc	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1174	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939460	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939460	https://www.ebi.ac.uk/ena/browser/view/SRR5939460	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939460/SRR5939460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939460/SRR5939460_2.fastq.gz	FASTQ	189076933;182239461	e5c5fa6cac3adebc12301c3b1d639a02;4c684a30833d472f38691246115a89ae	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1175	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939461	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939461	https://www.ebi.ac.uk/ena/browser/view/SRR5939461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939461/SRR5939461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939461/SRR5939461_2.fastq.gz	FASTQ	190974583;184654882	4fc715cb660f83b0ad52bcdd02e8edf7;d874ff9fcf09c97924f910ddd7f421f8	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1176	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939462	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939462	https://www.ebi.ac.uk/ena/browser/view/SRR5939462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939462/SRR5939462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939462/SRR5939462_2.fastq.gz	FASTQ	192743223;186704133	0f3ecb6d20f4b637eb060456a83be55c;45e027c2eee35553f4f79ec8e0bf14d2	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1177	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939463	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939463	https://www.ebi.ac.uk/ena/browser/view/SRR5939463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939463/SRR5939463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939463/SRR5939463_2.fastq.gz	FASTQ	187435550;181613959	4d69e826f84437a31e3d6d8219f859d2;4a082c5c45bd4f01e577775083b94b19	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1178	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939464	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939464	https://www.ebi.ac.uk/ena/browser/view/SRR5939464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939464/SRR5939464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939464/SRR5939464_2.fastq.gz	FASTQ	185198910;179115381	6ca5aab20662d543ce6ae4396f503f0d;075525231bd76d7baf5f62a0ba7bf007	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1179	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939465	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939465	https://www.ebi.ac.uk/ena/browser/view/SRR5939465	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939465/SRR5939465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939465/SRR5939465_2.fastq.gz	FASTQ	186005389;179731398	d466296dff4b254cc1f0a13caf5ebdf8;de0dabac888c14198599f5a5f86545c1	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1180	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939466	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939466	https://www.ebi.ac.uk/ena/browser/view/SRR5939466	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939466/SRR5939466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939466/SRR5939466_2.fastq.gz	FASTQ	189211170;182296206	ddbef5b04b96d785077ef83e9ae46a88;460f052f7b2d48ab6ec570c57fadf1c8	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1181	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939467	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939467	https://www.ebi.ac.uk/ena/browser/view/SRR5939467	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939467/SRR5939467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939467/SRR5939467_2.fastq.gz	FASTQ	187582907;181204184	0faa8e938d003de809ccbbc234fe2a3c;af41a8c080bc7692ba5c48bf042d84e2	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1182	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939468	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939468	https://www.ebi.ac.uk/ena/browser/view/SRR5939468	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939468/SRR5939468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939468/SRR5939468_2.fastq.gz	FASTQ	189042285;182335986	061435943c9498183e1668c535e342a8;42d98de38d50a8d722be4a016648b325	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1183	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939469	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939469	https://www.ebi.ac.uk/ena/browser/view/SRR5939469	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939469/SRR5939469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939469/SRR5939469_2.fastq.gz	FASTQ	191342787;184740020	7e49fb4b2fc1e4c93847b0abb273f62a;e00109722c87979ab1c08227669eb25f	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1184	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939470	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939470	https://www.ebi.ac.uk/ena/browser/view/SRR5939470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939470/SRR5939470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939470/SRR5939470_2.fastq.gz	FASTQ	193063717;187305783	78a52528952a574eb02655b7e7bc1133;b723c63d1de398000fd3fb390db4ab9f	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1185	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939471	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939471	https://www.ebi.ac.uk/ena/browser/view/SRR5939471	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939471/SRR5939471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939471/SRR5939471_2.fastq.gz	FASTQ	153036967;149042788	047f63f4b600d4aaba04b4a2f85cc3fb;1d07306c09e673cc9dbd7edbd7968cfa	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1186	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939472	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939472	https://www.ebi.ac.uk/ena/browser/view/SRR5939472	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939472/SRR5939472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939472/SRR5939472_2.fastq.gz	FASTQ	191578355;184728336	9c3786f4a622d6b653641667c340db3e;24900c7dd436cf876430351595f9a7a4	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1187	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939473	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939473	https://www.ebi.ac.uk/ena/browser/view/SRR5939473	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939473/SRR5939473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939473/SRR5939473_2.fastq.gz	FASTQ	193455879;186895586	028b2a4ee8fa12b1883507e29e73461f;fc02a4e55e5d9ef8e6315e774aa8ebe1	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1188	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939474	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939474	https://www.ebi.ac.uk/ena/browser/view/SRR5939474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939474/SRR5939474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939474/SRR5939474_2.fastq.gz	FASTQ	194854927;189267012	a4ef6a57db8c75402a459faf3f2b5150;c4114a3473bd5b1e1c7276aefb9b5b5b	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1189	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939475	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939475	https://www.ebi.ac.uk/ena/browser/view/SRR5939475	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939475/SRR5939475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5939475/SRR5939475_2.fastq.gz	FASTQ	187574513;180686114	adf82a06782e2510eabc558bd83c278d;0e01a4a4d0c96432c1508b64c3519e47	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1190	EX-P0008-002	ST-P0008-GEO-026	INSDC SRA/ENA	sra_run	SRR5939476	PRJNA398543	SRP115572	SRS2434621	SRX3098317	SRR5939476	https://www.ebi.ac.uk/ena/browser/view/SRR5939476	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939476/SRR5939476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5939476/SRR5939476_2.fastq.gz	FASTQ	185182643;177950458	fe643da0fa886fc45995194eab585f19;80c3907f0fea12285f54ff89aef3a674	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1191	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939477	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939477	https://www.ebi.ac.uk/ena/browser/view/SRR5939477	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939477/SRR5939477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5939477/SRR5939477_2.fastq.gz	FASTQ	188912664;183749564	135af6730c8255fd74d7e65413723938;5f8ad83820ff4d2e9f3514cb964a12e0	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1192	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939478	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939478	https://www.ebi.ac.uk/ena/browser/view/SRR5939478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939478/SRR5939478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5939478/SRR5939478_2.fastq.gz	FASTQ	187939509;183412499	493cacc747496022a4b422a225904dee;0e6354caf5e5c21aeb5a5c4d70452be1	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1193	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939479	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939479	https://www.ebi.ac.uk/ena/browser/view/SRR5939479	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939479/SRR5939479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5939479/SRR5939479_2.fastq.gz	FASTQ	188698753;183995372	4dd3809feba24c31e8a84a9550108b90;bca89edef02b8d799ce9172170dd435d	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1194	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939480	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939480	https://www.ebi.ac.uk/ena/browser/view/SRR5939480	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939480/SRR5939480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5939480/SRR5939480_2.fastq.gz	FASTQ	190680266;185841313	c0985bd8d72137544d012da2c8d7c688;016aea781dabf08a54f08eb407f31085	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1195	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939481	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939481	https://www.ebi.ac.uk/ena/browser/view/SRR5939481	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939481/SRR5939481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5939481/SRR5939481_2.fastq.gz	FASTQ	192824651;188270658	67a173a2ac388f821f95cb0bdf1bf90d;f38c63d65d145b2358d7a39f30321bd1	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1196	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939482	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939482	https://www.ebi.ac.uk/ena/browser/view/SRR5939482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939482/SRR5939482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5939482/SRR5939482_2.fastq.gz	FASTQ	194944720;190496127	88b560126370e587d9055bccb14dec1d;2210a4a045d95d72f119dc603bd53ae1	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1197	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939483	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939483	https://www.ebi.ac.uk/ena/browser/view/SRR5939483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939483/SRR5939483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5939483/SRR5939483_2.fastq.gz	FASTQ	195930645;192629827	bd140ad2606613b5da4b8224df83b078;fa6c9593191d95497dc8b77bf42346a7	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-1198	EX-P0008-002	ST-P0008-GEO-027	INSDC SRA/ENA	sra_run	SRR5939484	PRJNA398543	SRP115572	SRS2434622	SRX3098318	SRR5939484	https://www.ebi.ac.uk/ena/browser/view/SRR5939484	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939484/SRR5939484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5939484/SRR5939484_2.fastq.gz	FASTQ	190132110;185904541	8c0b10090ec207b4f4e6a473121ed196;e54b2e46923da0521dc70df67170fcfd	verified	verified	2026-07-13	E-P0008-009|E-P0008-010	NCBI/ENA Run集合与关系一致；URL字段为ENA API原值	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	public	Q0003|Q0004	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
