batch_id	paper_id	author_batch_label	batch_date	library_batch	sequencing_platform	evidence_ids	verification_status	notes
B-P0011-020	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-021	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-022	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-023	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-024	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-025	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-026	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-027	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-028	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-029	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-030	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-031	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-032	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-033	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-034	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-035	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-036	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-037	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-038	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-039	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-040	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-041	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-042	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-043	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-044	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-045	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-046	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-047	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-048	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-049	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-050	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-051	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-052	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-053	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-054	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-055	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-056	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-057	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-058	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-059	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-060	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-061	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-062	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-063	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-064	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-065	P0011	GSE135180	NR	NR	GPL21273	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-066	P0011	GSE135180	NR	NR	GPL21273	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-067	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-068	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-069	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-070	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-071	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-072	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-073	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-074	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-075	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-076	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-077	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-078	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-079	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-080	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-081	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-082	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-083	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-084	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-085	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-086	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-087	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-088	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-089	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-090	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-091	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-092	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-093	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-094	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-095	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-096	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-097	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-098	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-099	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-100	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-101	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-102	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-103	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-104	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-105	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-106	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-107	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-108	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-109	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-110	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-111	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-112	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-113	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-114	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-115	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-116	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-117	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-118	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-119	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-120	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-121	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-122	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-123	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-124	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-125	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-126	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-127	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-128	P0011	GSE135180	NR	NR	GPL21626	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
